season,uuid,date_key,round_no,round_label,round_wind_index,round_kyoku_index,honba,riichi_sticks,seat,player,discard_no_in_round,player_discard_no_in_round,tile,normalized_tile,is_red_five,is_tsumogiri,is_riichi_declaration,dora_indicators,round_start_score
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,6,南1局,1,0,0,0,0,流れ者金融,19,7,1z,1z,0,0,0,6s,31000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,6,南1局,1,0,0,0,0,流れ者金融,22,8,6s,6s,0,1,1,6s,31000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,6,南1局,1,0,0,0,0,流れ者金融,25,9,5s,5s,0,1,0,6s,31000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,6,南1局,1,0,0,0,0,流れ者金融,28,10,4p,4p,0,1,0,6s,31000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,1,1,1m,1m,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,4,2,3z,3z,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,7,3,7z,7z,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,10,4,6z,6z,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,13,5,8s,8s,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,16,6,7s,7s,0,1,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,19,7,9s,9s,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,22,8,4s,4s,0,0,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,25,9,1p,1p,0,1,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,28,10,2z,2z,0,1,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,31,11,9p,9p,0,1,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,34,12,1p,1p,0,1,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,7,南1局,1,0,1,0,0,流れ者金融,37,13,9m,9m,0,1,0,3z,80000
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,1,1,1m,1m,0,0,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,4,2,3z,3z,0,0,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,7,3,1s,1s,0,0,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,10,4,6z,6z,0,0,1,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,12,5,3z,3z,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,15,6,4s,4s,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,18,7,4s,4s,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,21,8,1s,1s,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,24,9,7p,7p,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,27,10,7s,7s,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,30,11,7z,7z,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,33,12,4p,4p,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,36,13,7p,7p,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,8,南1局,1,0,2,0,0,流れ者金融,39,14,1p,1p,0,1,0,1p,88200
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,1,1,7s,7s,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,4,2,6s,6s,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,7,3,7p,7p,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,10,4,7p,7p,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,13,5,4s,4s,0,1,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,16,6,5p,5p,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,19,7,9s,9s,0,1,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,22,8,2p,2p,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,25,9,3p,3p,0,1,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,28,10,3p,3p,0,1,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,31,11,1s,1s,0,0,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,9,南1局,1,0,3,0,0,流れ者金融,34,12,7p,7p,0,1,0,9m,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,3,1,6z,6z,0,0,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,6,2,2p,2p,0,0,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,9,3,8p,8p,0,1,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,12,4,3p,3p,0,1,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,15,5,4s,4s,0,0,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,18,6,9s,9s,0,0,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,21,7,8s,8s,0,0,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,10,南2局,1,1,0,0,0,流れ者金融,24,8,6s,6s,0,1,0,6z,96600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,2,1,9m,9m,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,5,2,1s,1s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,8,3,3z,3z,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,11,4,7z,7z,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,14,5,5z,5z,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,17,6,5p,5p,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,20,7,1s,1s,0,1,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,23,8,3s,3s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,26,9,5z,5z,0,1,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,29,10,1s,1s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,32,11,2s,2s,0,1,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,35,12,6p,6p,0,1,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,38,13,7s,7s,0,1,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,41,14,7s,7s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,44,15,9s,9s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,47,16,8s,8s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,11,南3局,1,2,0,0,0,流れ者金融,50,17,4s,4s,0,0,0,8s,84600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,2,1,1s,1s,0,0,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,5,2,5z,5z,0,1,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,8,3,2z,2z,0,1,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,11,4,2p,2p,0,0,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,14,5,5p,5p,0,0,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,17,6,7p,7p,0,0,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,20,7,1z,1z,0,1,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,23,8,5z,5z,0,1,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,26,9,7s,7s,0,1,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,29,10,5s,5s,0,0,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,32,11,3s,3s,0,0,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,35,12,8p,8p,0,1,0,6s,83600
1,260406-2a578585-a184-4e39-a776-ed35d841e7e8,260406,12,南3局,1,2,1,0,0,流れ者金融,38,13,7p,7p,0,1,0,6s,83600
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,1,東1局,0,0,0,0,2,流れ者金融,3,1,2s,2s,0,0,0,8s,35000
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,1,東1局,0,0,0,0,2,流れ者金融,6,2,6s,6s,0,0,0,8s,35000
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,1,東1局,0,0,0,0,2,流れ者金融,9,3,4s,4s,0,1,0,8s,35000
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,1,東1局,0,0,0,0,2,流れ者金融,12,4,1m,1m,0,1,0,8s,35000
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,1,東1局,0,0,0,0,2,流れ者金融,15,5,7s,7s,0,1,0,8s,35000
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,1,東1局,0,0,0,0,2,流れ者金融,18,6,1z,1z,0,0,0,8s,35000
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,2,1,8s,8s,0,0,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,5,2,8s,8s,0,1,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,7,3,1s,1s,0,0,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,10,4,1m,1m,0,0,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,13,5,3z,3z,0,0,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,16,6,6z,6z,0,1,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,2,東2局,0,1,0,0,2,流れ者金融,19,7,4s,4s,0,1,0,1s,42700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,1,1,9s,9s,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,4,2,9m,9m,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,7,3,9s,9s,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,10,4,2z,2z,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,13,5,9p,9p,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,16,6,1p,1p,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,19,7,3z,3z,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,3,東3局,0,2,0,0,2,流れ者金融,21,8,8s,8s,0,0,0,8p,40700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,3,1,1m,1m,0,0,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,8,2,3s,3s,0,0,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,11,3,2s,2s,0,1,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,13,4,8s,8s,0,0,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,16,5,9s,9s,0,0,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,19,6,7z,7z,0,0,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,22,7,6s,6s,0,1,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,25,8,2p,2p,0,0,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,28,9,6z,6z,0,1,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,31,10,1z,1z,0,1,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,4,南1局,1,0,0,0,2,流れ者金融,34,11,1p,1p,0,1,0,4s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,3,1,5z,5z,0,0,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,6,2,6z,6z,0,1,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,9,3,3s,3s,0,0,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,12,4,1p,1p,0,1,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,15,5,2s,2s,0,1,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,18,6,9p,9p,0,0,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,5,南1局,1,0,1,0,2,流れ者金融,21,7,9p,9p,0,0,0,8s,38700
1,260406-8094d158-07f7-4bf8-9ef3-c42cfc65bc82,260406,6,南2局,1,1,0,0,2,流れ者金融,2,1,9m,9m,0,0,0,3p,38700
