season,uuid,date_key,round_no,round_label,round_wind_index,round_kyoku_index,honba,riichi_sticks,seat,player,discard_no_in_round,player_discard_no_in_round,tile,normalized_tile,is_red_five,is_tsumogiri,is_riichi_declaration,dora_indicators,round_start_score
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,7,3,5z,5z,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,10,4,6z,6z,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,13,5,1z,1z,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,16,6,7p,7p,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,19,7,1m,1m,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,22,8,1p,1p,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,25,9,4p,4p,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,28,10,9p,9p,0,0,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,31,11,3p,3p,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,34,12,7p,7p,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,37,13,7p,7p,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,40,14,3z,3z,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,43,15,1z,1z,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,46,16,5p,5p,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,9,南2局,1,1,0,0,1,葡萄海ぶどう,49,17,9p,9p,0,1,0,9p,96800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,10,南2局,1,1,1,0,1,葡萄海ぶどう,1,1,3s,3s,0,0,0,9m,97800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,10,南2局,1,1,1,0,1,葡萄海ぶどう,4,2,1z,1z,0,0,0,9m,97800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,10,南2局,1,1,1,0,1,葡萄海ぶどう,7,3,6z,6z,0,0,0,9m,97800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,10,南2局,1,1,1,0,1,葡萄海ぶどう,10,4,1m,1m,0,1,0,9m,97800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,10,南2局,1,1,1,0,1,葡萄海ぶどう,13,5,7p,7p,0,0,1,9m,97800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,10,南2局,1,1,1,0,1,葡萄海ぶどう,16,6,4s,4s,0,1,0,9m,97800
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,1,1,9m,9m,0,0,0,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,4,2,6z,6z,0,0,0,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,7,3,7z,7z,0,0,0,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,10,4,1p,1p,0,0,0,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,13,5,9p,9p,0,0,0,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,16,6,2p,2p,0,0,0,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,11,南2局,1,1,2,0,1,葡萄海ぶどう,19,7,1s,1s,0,0,1,9p,107600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,1,1,1z,1z,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,4,2,9m,9m,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,7,3,7z,7z,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,10,4,8p,8p,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,13,5,8p,8p,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,16,6,3z,3z,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,18,7,3z,3z,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,21,8,2p,2p,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,24,9,5s,5s,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,27,10,5z,5z,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,30,11,2z,2z,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,33,12,2s,2s,0,0,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,36,13,9p,9p,0,0,1,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,39,14,6s,6s,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,42,15,2z,2z,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,45,16,6p,6p,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,48,17,4s,4s,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,12,南2局,1,1,3,0,1,葡萄海ぶどう,51,18,2s,2s,0,1,0,1z,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,1,1,6z,6z,0,0,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,4,2,1z,1z,0,0,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,7,3,9p,9p,0,0,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,10,4,9s,9s,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,13,5,8s,8s,0,0,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,16,6,7z,7z,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,21,7,5z,5z,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,24,8,6p,6p,0,0,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,27,9,3p,3p,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,30,10,2p,2p,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,33,11,2z,2z,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,36,12,6s,6s,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,13,南2局,1,1,4,1,1,葡萄海ぶどう,39,13,6z,6z,0,1,0,1m,120000
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,14,南3局,1,2,0,0,1,葡萄海ぶどう,3,1,9m,9m,0,0,0,1z,114600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,14,南3局,1,2,0,0,1,葡萄海ぶどう,6,2,5z,5z,0,0,0,1z,114600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,14,南3局,1,2,0,0,1,葡萄海ぶどう,9,3,1p,1p,0,0,0,1z,114600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,14,南3局,1,2,0,0,1,葡萄海ぶどう,12,4,3s,3s,0,0,0,1z,114600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,14,南3局,1,2,0,0,1,葡萄海ぶどう,15,5,8p,8p,0,0,0,1z,114600
6,260617-25e5f681-0a7e-4bfe-b9db-056f7cddc084,260617,14,南3局,1,2,0,0,1,葡萄海ぶどう,18,6,5s,5s,0,1,0,1z,114600
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,3,1,9m,9m,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,6,2,5z,5z,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,9,3,8s,8s,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,12,4,9m,9m,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,15,5,1s,1s,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,18,6,2p,2p,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,21,7,9s,9s,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,24,8,9s,9s,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,27,9,2z,2z,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,30,10,6z,6z,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,33,11,6s,6s,0,0,1,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,36,12,3z,3z,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,39,13,7p,7p,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,42,14,1p,1p,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,45,15,1m,1m,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,48,16,9p,9p,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,51,17,3p,3p,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,1,東1局,0,0,0,0,2,葡萄海ぶどう,54,18,9s,9s,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,3,1,1m,1m,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,6,2,9m,9m,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,9,3,7z,7z,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,11,4,6z,6z,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,14,5,2z,2z,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,17,6,1s,1s,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,20,7,8s,8s,0,0,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,23,8,1p,1p,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,2,東1局,0,0,1,1,2,葡萄海ぶどう,26,9,3s,3s,0,1,0,2z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,3,1,5z,5z,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,6,2,1m,1m,0,1,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,9,3,6z,6z,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,16,4,9s,9s,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,19,5,9s,9s,0,1,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,22,6,1p,1p,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,25,7,3z,3z,0,1,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,28,8,9p,9p,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,31,9,9s,9s,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,34,10,6z,6z,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,37,11,2s,2s,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,3,東1局,0,0,2,0,2,葡萄海ぶどう,40,12,1s,1s,0,0,0,4z,35000
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,3,1,1m,1m,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,6,2,6z,6z,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,9,3,7z,7z,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,12,4,9m,9m,0,1,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,15,5,9s,9s,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,18,6,7s,7s,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,21,7,3z,3z,0,1,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,24,8,8p,8p,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,27,9,8p,8p,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,30,10,7p,7p,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,4,東1局,0,0,3,0,2,葡萄海ぶどう,33,11,7p,7p,0,0,0,1m,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,2,1,8p,8p,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,5,2,4p,4p,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,8,3,2p,2p,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,11,4,1m,1m,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,14,5,5z,5z,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,17,6,9p,9p,0,1,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,20,7,9s,9s,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,23,8,9p,9p,0,1,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,26,9,5p,5p,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,29,10,7z,7z,0,0,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,5,東2局,0,1,0,0,2,葡萄海ぶどう,32,11,9m,9m,0,1,0,6z,26900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,1,1,1m,1m,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,4,2,5z,5z,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,7,3,1s,1s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,10,4,3s,3s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,13,5,9s,9s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,16,6,2z,2z,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,19,7,6z,6z,0,1,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,22,8,6s,6s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,25,9,8s,8s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,28,10,7s,7s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,31,11,9m,9m,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,34,12,6s,6s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,37,13,7z,7z,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,40,14,7z,7z,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,43,15,2z,2z,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,46,16,2s,2s,0,0,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,6,東3局,0,2,0,0,2,葡萄海ぶどう,49,17,1m,1m,0,1,0,9m,10900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,3,1,9m,9m,0,0,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,6,2,1s,1s,0,0,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,9,3,2s,2s,0,0,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,12,4,9s,9s,0,1,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,15,5,1z,1z,0,0,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,18,6,2p,2p,0,1,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,21,7,2z,2z,0,0,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,23,8,7z,7z,0,0,1,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,26,9,4p,4p,0,1,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,29,10,1m,1m,0,1,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,7,南1局,1,0,1,1,2,葡萄海ぶどう,32,11,5p,5p,0,1,0,3s,9900
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,2,1,2s,2s,0,0,0,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,5,2,3z,3z,0,0,0,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,8,3,6s,6s,0,0,0,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,11,4,2z,2z,0,0,0,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,14,5,1p,1p,0,0,1,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,17,6,4s,4s,0,1,0,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,8,南2局,1,1,0,0,2,葡萄海ぶどう,20,7,3s,3s,0,1,0,7s,-7300
6,260617-8917e28a-948d-4bdd-8e5e-7f4e46f44f01,260617,9,南3局,1,2,0,0,2,葡萄海ぶどう,1,1,1m,1m,0,0,0,4z,4700
